customer_id,price,discount,total_spend,purchase_count,basket_value,loyalty_flag
574,1046.31,0.12,4964.04,5,1128.19,0
575,1245.37,0.26,4331.96,4,1463.5,0
576,1788.93,0.23,5603.26,4,1819.24,0
577,1015.21,0.19,7284.82,8,1124.2,1
578,892.88,0.2,4178.5,7,746.16,0
579,985.65,0.29,2475.83,4,871.77,0
580,1246,0.04,5985.89,5,1247.06,1
581,1376.59,0.27,4871.83,6,1112.29,0
582,1418.5,0.36,3272.37,4,1278.27,0
583,1448.31,0.02,4287.67,3,1458.39,0
584,1490.77,0.06,7906.13,7,1201.54,1
585,1116.33,0.29,6461.5,9,1011.19,0
586,1815.94,0.17,13641.19,9,1826.13,1
587,1093.57,0.16,6618.35,7,1125.57,1
588,1232.8,0.05,9594.29,7,1442.75,1
589,1588.75,0.2,9414.27,7,1681.12,1
590,1369.93,0.05,11313.45,9,1323.21,1
591,527.75,0.19,3006.4,6,618.6,0
592,1201.69,0.31,2770.96,3,1338.63,0
593,1458.59,0.1,8086.43,7,1283.56,1
594,796.96,0.19,1100.43,2,679.28,0
595,1425.21,0.4,2745.79,3,1525.44,0
596,1317.05,0.27,4922.39,5,1348.6,0
597,1555.18,0.34,5726.75,5,1735.38,0
598,992.42,0.17,5414.36,6,1087.22,1
599,1498.77,0.31,8687.6,8,1573.84,0
600,1247.88,0.02,7304.23,5,1490.66,1
601,1729.82,0.05,9992.44,6,1753.06,1
602,2035.81,0.08,11081.63,7,1720.75,1
603,1661.5,0.16,0,0,1879.67,0
604,1344.16,0.34,2397.27,3,1210.74,0
605,1896.3,0.14,12681.97,7,2106.64,1
606,1381.04,0.26,4835.31,4,1633.55,0
607,927.62,0.28,5043.23,7,1000.64,0
608,1188.22,0.23,6650.51,7,1233.86,1
609,1428.5,0.14,12090.4,10,1405.86,1
610,1447.79,0.23,3163.01,3,1369.27,0
611,862.42,0.14,2792.28,4,811.71,0
612,871.94,0.03,3567.66,4,919.5,0
613,1097.61,0.4,4348.55,6,1207.93,0
614,1360.36,0.05,12461.62,9,1457.5,1
615,1398.77,0.03,8351.9,7,1230.03,1
616,1242.39,0.35,4028.05,5,1239.4,0
617,949.67,0.12,5599.18,6,1060.45,1
618,1721.08,0.26,6306.1,5,1704.35,0
619,878.38,0.13,4652.32,6,891.25,0
620,1590.7,0.16,8886.63,6,1763.22,1
621,1421.65,0.1,12258.22,9,1513.36,1
622,1584.1,0.14,5251.71,4,1526.66,0
623,1066.67,0.16,7264.03,7,1235.38,1
624,1157.2,0.29,3553.59,5,1001.01,0
625,1216.51,0.2,5830.52,5,1457.63,1
626,1057.08,0.38,3888.29,7,895.92,0
627,1267.58,0.02,6007.24,6,1021.64,1
628,1673.73,0.2,12382.98,8,1934.84,1
629,810.95,0.23,2803.65,5,728.22,0
630,1002.84,0.37,4139.02,6,1094.98,0
631,970.28,0.02,6415.02,6,1090.99,1
632,1171.67,0.23,10317.38,10,1339.92,1
633,1159.34,0.34,4578.12,5,1387.31,0
634,1431.69,0.1,4729.46,4,1313.74,0
635,1210.12,0.35,2558.19,3,1311.89,0
636,1290.86,0.01,6488.08,6,1092.27,1
637,1319.53,0.29,2705.82,3,1270.34,0
638,1273.62,0.37,3656.24,4,1450.89,0
639,1410.99,0.26,3955.45,4,1336.3,0
640,1163.3,0.18,4943.33,5,1205.69,0
641,1693.91,0.02,11637.78,7,1696.47,1
642,1962.49,0.37,3925.64,3,2077.06,0
643,1411.87,0.19,6799.71,5,1678.94,1
644,1268.4,0.01,5162.85,5,1043,1
645,1387.37,0.28,4113.82,4,1428.41,0
646,869.69,0.19,5647.21,7,995.98,1
647,1254.03,0.05,10642.1,9,1244.69,1
648,980.6,0.09,5935.24,8,815.28,1
649,1352.99,0.03,9409.24,7,1385.75,1
650,982.09,0.23,5643.3,8,916.12,1
651,1096.57,0.25,4962.4,7,945.22,0
652,638.41,0.2,2910.16,5,727.54,0
653,848.03,0.33,5730.91,10,855.36,0
654,1306.46,0.34,5058.5,5,1532.88,0
655,939.35,0.25,3162.99,4,1054.33,0
656,1519.13,0.01,8100.13,5,1636.39,1
657,913.83,0.28,2110.75,4,732.9,0
658,1335.98,0.17,10768.5,10,1297.41,1
659,971.44,0.23,3287.48,5,853.89,0
660,1315.64,0.26,3400.64,3,1531.82,0
661,739.56,0.14,2766.15,5,643.29,0
662,1064.05,0.37,3064.92,5,972.99,0
663,946.14,0.05,9048.84,10,952.51,1
664,1464.97,0.27,3872.8,4,1326.3,0
665,1338.68,0,9466.56,8,1183.32,1
666,830.23,0.37,5437.78,10,863.14,0
667,1139.05,0.05,7233.38,8,951.76,1
668,968.3,0.04,6887.55,9,797.17,1
669,1485.08,0.13,6129.98,5,1409.19,1
670,1581.46,0.15,11703.14,8,1721.05,1
671,767.51,0.09,5710,8,784.34,1
672,1448.01,0.23,11886.29,11,1403.34,1
673,953.01,0.18,4812.1,6,978.07,0
674,1124.12,0.01,7370.89,7,1063.62,1
675,1209.68,0.13,12360.26,10,1420.72,1
676,1744.98,0.32,5851.98,6,1434.31,0
677,898.85,0.28,5536.45,8,961.19,0
678,1450.42,0.29,1190.98,1,1677.43,0
679,848.55,0.28,5481.73,8,951.69,0
680,827.82,0.12,2545.66,4,723.2,0
681,1208.54,0.04,8523.96,8,1109.89,1
682,1206.52,0.11,10503.27,9,1311.27,1
683,350.3,0.33,587.02,3,292.05,0
684,1547.88,0.39,0,0,1740.97,0
685,558.27,0.2,2428.6,5,607.15,0
686,1156.22,0,7574.46,6,1262.41,1
687,1598.28,0.06,3786.44,3,1342.71,0
688,1862.76,0.13,5285.28,3,2025.01,0
689,1091.09,0.23,3602.28,4,1169.57,0
690,770.12,0.03,4229.49,5,872.06,0
691,1587.16,0.38,7232.46,9,1296.14,0
692,1459.55,0.15,2007.92,2,1181.13,0
693,1053.3,0.37,3149.37,5,999.8,0
694,1015.28,0.31,1806.39,3,872.65,0
695,984.78,0.3,4938.12,7,1007.78,0
696,1096.62,0.24,2917.69,3,1279.69,0
697,1294.82,0.25,4644.79,5,1238.61,0
698,1030.2,0.26,3470.16,4,1172.35,0
699,1068.13,0.25,3845.74,6,854.61,0
700,1392.38,0.22,7536.42,8,1207.76,1
701,755.28,0.39,1870.93,5,613.42,0
702,1087.22,0.29,5032.03,7,1012.48,0
703,697.22,0.31,2238.53,4,811.06,0
704,1232.52,0.35,3359.88,5,1033.81,0
705,618.18,0.09,3518.92,6,644.49,0
706,1467,0.03,11163.07,8,1438.54,1
707,805.61,0.19,3834.94,5,946.9,0
708,668.23,0.21,2240.95,5,567.33,0
709,1090.92,0.33,4527.07,7,965.26,0
710,1713.33,0.18,5702.73,5,1390.91,1
711,1413.36,0.23,4238.11,4,1376.01,0
712,623.31,0.21,1794.63,4,567.92,0
713,797.06,0.02,2690.07,3,914.99,0
714,1081.32,0.25,5070.2,6,1126.71,0
715,1871.51,0.33,10489.09,8,1956.92,0
716,918.31,0.06,6119.6,7,930.03,1
717,920.73,0.24,4684.09,8,770.41,0
718,1658.23,0.24,12325.38,10,1621.76,1
719,1258.47,0.07,9829.51,7,1509.91,1
720,1515.9,0.05,13065.69,8,1719.17,1
721,981.87,0.39,6932.04,10,1136.4,0
722,1169.51,0.16,4437.62,4,1320.72,0
723,1594.69,0.09,0,0,1341.48,0
724,1156.55,0.07,5749.97,6,1030.46,1
725,1536.92,0.27,7191.73,8,1231.46,0
726,1316.18,0.24,7373.4,8,1212.73,1
727,888.11,0.26,3325.87,6,749.07,0
728,1195.1,0.04,5674.03,5,1182.09,1
729,1494.42,0.36,10241.92,10,1600.3,0
730,1400.82,0.16,8117.78,6,1610.67,1
731,1187.92,0.13,12501.67,11,1306.34,1
732,632.49,0.18,3657.77,6,743.45,0
733,661.2,0.16,4106.74,9,543.22,0
734,725.01,0.35,1896.5,5,583.54,0
735,1046.87,0.37,4914.64,7,1114.43,0
736,1086.86,0.12,2627.54,3,995.28,0
737,757.38,0.35,2218.78,5,682.7,0
738,1506.75,0.31,2908,3,1404.83,0
739,820.87,0.37,1408.58,3,745.28,0
740,788.83,0.1,2852.78,4,792.44,0
741,1226.47,0.23,4608.87,5,1197.11,0
742,1492.17,0.11,12011.72,9,1499.59,1
743,1816.46,0.33,6505.53,5,1941.95,0
744,1374.76,0,11814.21,9,1312.69,1
745,1673.95,0.23,4642.88,4,1507.43,0
746,836.38,0.14,6855.76,11,724.71,1
747,1847.92,0.13,9065.37,6,1736.66,1
748,641.55,0.26,2082.66,4,703.6,0
749,1048.85,0.34,3816.61,5,1156.55,0
750,1368.2,0.24,4437,4,1459.54,0
751,718.43,0.34,1694.88,4,642,0
752,921.88,0.11,9343.18,11,954.36,1
753,874.22,0.21,4971.14,7,898.94,0
754,1106.93,0.18,8117.7,9,1099.96,1
755,1626.47,0,11612.93,7,1658.99,1
756,1205.05,0.22,3747.4,4,1201.09,0
757,1061.08,0.26,3223.03,4,1088.86,0
758,334.7,0.24,2210.38,8,363.55,0
759,1340.03,0.29,2408.58,3,1130.79,0
760,1437,0.23,13386.67,11,1580.48,1
761,689.99,0.03,2859.08,5,589.5,0
762,1179.91,0.05,5559.61,6,975.37,1
763,1257.9,0.24,7966.38,7,1497.44,1
764,1489.38,0.11,7839.25,5,1761.63,1
765,982.57,0.03,7069.64,9,809.81,1
766,937.39,0.17,3041.49,4,916.11,0
767,1063.05,0.22,1450.24,2,929.64,0
768,1585.33,0.13,6855.77,5,1576.04,1
769,1513.15,0.29,14594.67,12,1712.99,0
770,1193.6,0.26,6254.81,6,1408.74,0
771,1505.93,0.13,5522.06,4,1586.8,0
772,489.39,0.3,1612.76,5,460.79,0
773,1437.5,0.26,6646.28,6,1496.91,0
774,864.37,0.25,3597.16,6,799.37,0
775,1730.11,0.22,12565.68,8,2013.73,1
776,880.73,0,8089.76,8,1011.22,1
777,944.17,0.28,4869.45,7,966.16,0
778,1368.73,0.15,8655.11,8,1272.81,1
779,1397.69,0.38,794.95,1,1282.18,0
780,1066.1,0.33,5809.77,10,867.13,0
781,1311.42,0.24,5612.94,5,1477.09,1
782,1348.61,0.1,11896.56,10,1321.84,1
783,1317.93,0.08,2255.36,2,1225.74,0
784,1078.63,0.14,4584.53,5,1066.17,0
785,1351.56,0.19,11109.09,9,1523.88,1
786,1621.91,0.12,3638.9,3,1378.37,0
787,832.35,0.21,3758.15,5,951.43,0
788,947.98,0.07,3065.4,3,1098.71,0
789,1208.18,0.39,4343.38,5,1424.06,0
790,883.13,0.04,4065.22,5,846.92,0
791,658.98,0.37,2209.11,6,584.42,0
792,1527.94,0.37,7311.58,8,1450.71,0
793,531.36,0.21,1175.16,3,495.85,0
794,1079.29,0.29,6003.28,9,939.48,0
795,1427.68,0.17,9886.56,8,1488.94,1
796,1280.01,0.25,5706.18,6,1268.04,0
797,1083.83,0.14,5342.19,5,1242.37,1
798,870.77,0.12,4360.05,7,707.8,0
799,1303.16,0.23,8489.4,8,1378.15,1
800,903.48,0.2,3994.04,5,998.51,0
801,1279.78,0.23,4350.84,4,1412.61,0
802,1242.28,0.11,10210.93,8,1434.12,1
803,1245.31,0.15,2310.98,2,1359.4,0
804,1007.9,0.03,8014.78,7,1180.38,1
805,1810.5,0.02,13244.19,8,1689.31,1
806,1307.46,0.1,10604.03,9,1309.14,1
807,1116.39,0.03,6106.93,7,899.4,1
808,1279.28,0.04,5915.4,6,1026.98,1
809,967.66,0.33,2904.68,5,867.07,0
810,1084.11,0.02,5356.68,6,911,1
811,1917.58,0.26,7697.41,6,1733.65,0
812,969.79,0.11,6012.91,8,844.51,1
813,1176.67,0.35,3102.97,5,954.76,0
814,1063.17,0.19,6012.94,6,1237.23,1
815,888.11,0.12,1255.6,2,713.41,0
816,1326.33,0.21,3440.24,3,1451.58,0
817,1210.94,0.15,5316.5,6,1042.45,1
818,1473.31,0.23,9250.59,7,1716.25,1
819,1443.17,0.05,9518.54,6,1669.92,1
820,1470.21,0.4,8427.89,9,1560.72,0
821,924.54,0.17,4101.15,5,988.23,0
822,1392.29,0.14,5762.74,6,1116.81,1
823,1399.58,0.28,7218.85,6,1671.03,0
824,893.68,0.15,6995.43,8,1028.74,1
825,1104.42,0.33,5141.46,6,1278.97,0
826,763.17,0.18,5325.28,8,811.78,1
827,1400.89,0.29,2798.65,3,1313.92,0
828,1399.51,0.04,7775.42,5,1619.88,1
829,1629.11,0.34,5913.27,6,1493.25,0
830,1131.36,0.29,4117.08,5,1159.74,0
831,1335.44,0.08,12382.8,12,1121.63,1
832,1496.32,0.06,16439.38,10,1748.87,1
833,973.83,0.13,4352.96,6,833.9,0
834,928.21,0.39,2015.61,4,826.07,0
835,983.13,0.1,6337.74,7,1005.99,1
836,1095.21,0.18,4964.69,5,1210.9,0
837,938.83,0.01,8764.32,9,983.65,1
838,996.05,0.16,3735.19,5,889.33,0
839,1464.27,0.23,7219.34,8,1171.97,1
840,1171.1,0.38,3203.07,4,1291.56,0
841,1292.01,0.21,8531.52,7,1542.77,1
842,1034.78,0.33,8571.75,11,1163.06,0
843,1015.09,0.22,2337.5,3,998.93,0
844,1285.67,0.02,8780.66,6,1493.31,1
845,1237.82,0.13,6228.4,6,1193.18,1
846,1433.4,0.23,4458.92,4,1447.7,0
847,1590.48,0.38,6839.54,7,1575.93,0
848,992.58,0.34,5131.05,8,971.79,0
849,1458.36,0.09,13258.71,9,1618.89,1
850,876.06,0.09,5640.25,7,885.44,1
851,1822.13,0.08,9320.74,6,1688.54,1
852,964.11,0.37,3840.45,7,870.85,0
853,1407.19,0.34,4542.12,6,1147,0
854,873.83,0.31,3115.04,5,902.91,0
855,1154.37,0.16,5189.59,6,1029.68,1
856,1663.72,0.2,8005.54,7,1429.56,1
857,954.69,0.19,3283.51,4,1013.43,0
858,1861.26,0.1,1796.55,1,1996.17,0
859,1198.42,0.2,6332.59,6,1319.29,1
860,1492.71,0.01,14799.02,10,1494.85,1
861,1320.88,0.05,11621.01,8,1529.08,1
862,1337.11,0.35,4083.27,4,1570.49,0
863,772.17,0.3,1820.93,3,867.11,0
864,1058.14,0.17,925.89,1,1115.53,0
865,1558.79,0.21,5673.82,5,1436.41,1
866,1096.7,0.15,6673.66,6,1308.56,1
867,1241.65,0.3,3953.14,5,1129.47,0
868,735.77,0.31,3578.4,8,648.26,0
869,1038.73,0.31,3500.71,5,1014.7,0
870,1536.91,0.29,4488.87,5,1264.47,0
871,815.21,0.08,4467.7,5,971.24,0
872,1415.12,0.14,7560.33,6,1465.18,1
873,1253.33,0.19,6229.94,6,1281.88,1
874,1129.21,0.13,9392.71,9,1199.58,1
875,1116.02,0.3,6242.26,8,1114.69,0
876,1052.69,0.13,4466.49,6,855.65,0
877,1079.41,0.06,3180.68,3,1127.9,0
878,1478.92,0.16,9447.98,7,1606.8,1
879,1070.39,0.39,3155.99,5,1034.75,0
880,1742.28,0.09,10491.88,6,1921.59,1
881,1289.86,0.24,6112.73,7,1149.01,1
882,1027.12,0.17,2272.4,3,912.61,0
883,1492.01,0.03,13763.66,11,1289.94,1
884,1387.17,0.2,1052.91,1,1316.14,0
885,703.75,0.28,4039.21,7,801.43,0
886,889.66,0.21,2385.05,3,1006.35,0
887,1165.37,0.35,5053.91,7,1110.75,0
888,724.92,0.12,5946.02,9,750.76,1
889,1827.16,0.03,3857.79,2,1988.55,0
890,1446.67,0.37,4902.32,6,1296.91,0
891,1196,0.15,4408.27,5,1037.24,0
892,1097.19,0.23,3013.12,3,1304.38,0
893,1020.1,0.32,4357.73,6,1068.07,0
894,610.79,0.13,2534.87,4,728.41,0
895,680.14,0.29,2709.36,6,636,0
896,1770.34,0.05,12728.83,7,1914.11,1
897,1672.08,0.12,9157.15,7,1486.55,1
898,1027.27,0.06,2620.2,3,929.15,0
899,1472.4,0.32,6035.99,6,1479.41,0
900,1351.93,0.09,5707.43,5,1254.38,1
901,1387.29,0.29,6832.19,8,1202.85,0
902,772.45,0.38,4768.41,11,699.18,0
903,657.55,0.21,2114.99,5,535.44,0
904,1554.78,0.22,2623.78,2,1681.91,0
905,606.21,0.18,3468.68,7,604.3,0
906,1155.54,0.13,6737.21,8,967.99,1
907,1089.69,0.19,3833.69,5,946.59,0
908,1061.95,0.24,6108.87,9,893.11,1
909,1294.34,0.39,6600.83,8,1352.63,0
910,996.72,0.38,3105.98,6,834.94,0
911,1318.72,0.34,6712.17,7,1452.85,0
912,1242.35,0.36,4498.23,7,1004.07,0
913,1829.62,0.19,6667.11,5,1646.2,1
914,784.38,0.26,2684.57,4,906.95,0
915,1208.78,0.36,5047.45,6,1314.44,0
916,1329.4,0.16,6481.64,7,1102.32,1
917,1123.08,0.38,3143,4,1267.34,0
918,798.88,0.17,3967.32,6,796.65,0
919,1577.13,0.24,6824.42,5,1795.9,1
920,1301.08,0.28,6821.69,7,1353.51,0
921,819.93,0.38,4362.67,8,879.57,0
922,1331.6,0.1,4305.04,3,1594.46,0
923,1710.47,0.3,6414.83,6,1527.34,0
924,1189.11,0.21,9859.67,10,1248.06,1
925,1199.34,0.11,5252.34,5,1180.3,1
926,1670.4,0.31,4701.25,5,1362.68,0
927,908.88,0.22,3998.69,7,732.36,0
928,1718.27,0.26,6467.13,6,1456.56,0
929,1491.87,0.13,11002.65,8,1580.84,1
930,922.73,0.19,2302.47,3,947.52,0
931,999.52,0.25,3828.3,5,1020.88,0
932,1042.56,0.16,6405.81,9,847.33,1
933,649.93,0.08,3543.56,6,641.95,0
934,1278.14,0.38,10197.47,11,1495.23,0
935,936.32,0.2,3591.88,5,897.97,0
936,1288.97,0.29,6726.3,7,1353.38,0
937,812.72,0.16,3795.5,5,903.69,0
938,1476.9,0.14,5657.53,4,1644.63,0
939,1421.29,0.16,1203.09,1,1432.25,0
940,988.24,0.16,9489.82,10,1129.74,1
941,1307.89,0.22,6830.79,7,1251.06,1
942,1224.88,0.22,2207.9,2,1415.32,0
943,1644.69,0.2,7074.19,6,1473.79,1
944,890.26,0.05,4628.34,6,811.99,0
945,1154.31,0.2,5308.69,7,947.98,1
946,1007.79,0.07,4192.22,4,1126.94,0
947,1213.45,0.05,6687.18,6,1173.19,1
948,1359.98,0.37,3055.8,4,1212.62,0
949,1004.46,0.24,3407.46,5,896.7,0
950,1090.77,0.26,4683.83,5,1265.9,0
951,1489.81,0.16,11348.74,8,1688.8,1
952,1607.2,0.36,4202.52,4,1641.61,0
953,1348.05,0.26,5219.44,5,1410.66,0
954,1158.61,0.31,6329.84,8,1146.71,0
955,1130.07,0.15,5513.61,6,1081.1,1
956,1364.44,0.38,4932.72,5,1591.2,0
957,1268.33,0.33,3612.61,5,1078.39,0
958,705.31,0.34,4052.86,9,682.3,0
959,1371.72,0.07,9571.04,8,1286.43,1
960,941.83,0.11,6700.85,8,941.13,1
961,774.92,0.11,2711.97,4,761.79,0
962,699.5,0.11,5645.37,9,704.79,1
963,1135.17,0.34,2565.21,4,971.67,0
964,895.04,0.01,6235.2,7,899.74,1
965,502.09,0.03,1747.4,4,450.36,0
966,1092.46,0.11,3398.09,4,954.52,0
967,1052.83,0.08,8000.04,10,869.57,1
968,1155.03,0.09,9292.05,8,1276.38,1
969,1011.33,0.32,4006.48,6,981.98,0
970,1748.8,0.23,8488.74,6,1837.39,1
971,1355.2,0,7392.85,5,1478.57,1
972,1050.12,0.17,4670.58,5,1125.44,0
973,1180.91,0.16,3921.05,4,1166.98,0
974,1624.39,0.05,10317.81,7,1551.55,1
975,1486.99,0.27,3094.93,3,1413.21,0
976,781.14,0.28,4157.5,7,824.9,0
977,907.71,0.29,4501.93,7,905.82,0
978,965.45,0.29,6249.59,8,1100.28,0
979,1068.09,0,13509.98,11,1228.18,1
980,1021.37,0.38,3298.82,6,886.78,0
981,1210.2,0.33,2078.56,3,1034.11,0
982,1420.72,0.36,7653.53,8,1494.83,0
983,1470.8,0.01,4020.96,3,1353.86,0
984,1101.96,0.37,5605.42,10,889.75,0
985,709.59,0.32,3345.19,6,819.9,0
986,887.88,0.33,3709.27,7,790.89,0
987,1044.07,0.04,3523.25,3,1223.35,0
988,826.49,0.3,2515.44,4,898.37,0
989,1542.26,0.38,6339.96,6,1704.29,0
990,846.14,0.27,3263.54,6,745.1,0
991,1385.12,0.23,5718.87,6,1237.85,1
992,695.44,0.38,2609.06,6,701.36,0
993,1397.16,0.18,6967.84,7,1213.91,1
994,1158.22,0.24,5682.19,7,1068.08,1
995,1653.76,0.19,3731.65,3,1535.66,0
996,860.53,0.37,1404.97,3,743.37,0
997,1030.77,0.03,2645.8,3,909.21,0
998,1088.87,0.2,6801.48,7,1214.55,1
999,1154.25,0.27,4382.58,6,1000.59,0
1000,1096.21,0.32,2419.3,4,889.45,0
